"country","city","long","lat","isp","network","dOs","dType","dOsVersion","dBrowser","dBrowserVersion","offer"
JO,Amman,35.939,31.9522,Linkdotnet-Jordan,188.247.64.0/19,Android,mobile,7.0,Chrome,63.0.3239.111,1
GH,Accra,-0.2174,5.5502,SCANCOM,154.160.0.0/12,Android,mobile,4.4.2,Facebook,33.0.0.4.68,2
JO,Amman,35.939,31.9522,Jordan Telecommunications Company,212.34.0.0/20,Android,mobile,5.1.1,Chrome,65.0.3325.109,1
OM,Muscat,58.5945,23.6182,Awaser Oman LLC,141.105.168.0/21,Android,mobile,5.0,Chrome,66.0.3359.126,2
JO,Irbid,35.8479,32.5609,Batelco Jordan,92.241.32.0/19,Android,mobile,7.0,Chrome,65.0.3325.109,1
JO,Amman,35.939,31.9522,Jordan Data Communications Company LLC,92.253.0.0/17,Android,mobile,8.0.0,Chrome,66.0.3359.126,1
AW,Oranjestad,-70.034,12.5147,SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.,181.41.24.0/21,Android,mobile,5.0,Chrome,66.0.3359.126,2
JO,Raymun,35.8235,32.2893,Batelco Jordan,92.241.32.0/19,Android,mobile,7.0,Chrome,65.0.3325.109,1
DZ,Kouba,3.0839,36.7377,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Chrome WebView,43.0.2357.121,2
GT,Guatemala City,-90.5155,14.6343,COMCEL GUATEMALA S.A.,181.174.64.0/20,Android,mobile,4.2.2,Chrome,33.0.1750.136,1
JO,Amman,35.939,31.9522,Linkdotnet-Jordan,188.247.64.0/19,Android,mobile,5.1.1,Chrome,66.0.3359.126,1
JO,Amman,35.939,31.9522,Jordan Telecommunications Company,212.34.16.0/21,Android,mobile,6.0,Chrome,52.0.2743.98,1
VN,Thai Binh,106.3343,20.4487,VNPT Corp,14.228.0.0/14,Android,mobile,4.4.2,Chrome,62.4.3202.184,2
HN,Tegucigalpa,-87.2144,14.1033,Telefonica Celular S.A,186.2.136.0/21,Android,mobile,6.0.1,Samsung Browser,4.0,2
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,6.0.1,Samsung Browser,6.4,1
JO,Amman,35.939,31.9522,Linkdotnet-Jordan,46.32.96.0/19,Android,mobile,7.0,Chrome,66.0.3359.126,1
UA,Trokovychi,28.7278,50.3899,PrJSC VF UKRAINE,46.133.0.0/16,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
MA,Ouarzazate,-6.9201,30.9161,MAROCCONNECT,105.64.0.0/13,Android,mobile,7.0,MIUI Browser,9.4.11,2
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,5.0.2,Android Browser,4.0,2
AW,San Nicolas,-69.9099,12.4304,NEW MILLENNIUM TELECOM SERVICES N.V.,138.255.254.0/23,Android,mobile,6.0.1,Chrome WebView,66.0.3359.126,2
UA,Lviv,24.0191,49.839,Kyivstar PJSC,46.118.0.0/15,Android,mobile,6.0,Chrome WebView,66.0.3359.126,1
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,5.0.2,Samsung Browser,3.3,1
JO,Amman,35.939,31.9522,Jordan Data Communications Company LLC,94.249.0.0/17,Android,mobile,6.0.1,Chrome,65.0.3325.109,1
JO,Amman,35.939,31.9522,Jordan Telecommunications Company,212.34.0.0/20,Android,mobile,5.1,Chrome,61.0.3163.98,1
GH,Accra,-0.2174,5.5502,SCANCOM,154.160.0.0/12,Android,mobile,6.0,Facebook,90.0.0.10.180,2
JO,Amman,35.939,31.9522,Linkdotnet-Jordan,188.247.64.0/19,Android,mobile,7.0,Chrome,66.0.3359.126,1
NG,Lagos,3.3903,6.4474,Celtel Nigeria Limited t.a ZAIN,105.112.32.0/19,Android,desktop,,Opera Mini,7.5.35721,2
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,5.1.1,Chrome,62.0.3202.84,2
PT,Leiria,-8.8056,39.7433,Servicos De Comunicacoes E Multimedia S.A.,2.80.0.0/14,Android,mobile,6.0,Chrome WebView,66.0.3359.126,2
SO,Bu'aale,42.5866,1.0814,TELESOM,197.157.244.0/22,Android,mobile,6.0.1,Chrome,65.0.3325.109,1
NP,Rukumkot,82.6177,28.6172,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,7.1.1,Chrome,66.0.3359.126,2
DE,Heusweiler,6.9305,49.3404,Telefonica Germany,89.204.128.0/19,Android,mobile,7.0,Chrome WebView,66.0.3359.126,2
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.1.1,Chrome,66.0.3359.126,1
TN,Tozeur,8.127,33.92,Tunisie-Telecom,197.8.0.0/15,Android,mobile,6.0,Android Browser,4.0,2
MA,Casablanca,-7.6184,33.5922,MAROCCONNECT,105.64.0.0/13,Android,mobile,7.0,MIUI Browser,9.4.11,1
MA,Casablanca,-7.6184,33.5922,MAROCCONNECT,105.64.0.0/13,Android,mobile,7.0,MIUI Browser,9.4.11,1
JO,Amman,35.939,31.9522,Linkdotnet-Jordan,188.247.64.0/19,Android,mobile,6.0,Chrome,61.0.3163.98,2
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,5.1.1,Samsung Browser,6.4,2
DZ,Ain Bessem,3.6714,36.2888,Telecom Algeria,41.96.0.0/12,Android,mobile,6.0.1,Chrome,66.0.3359.126,2
OM,Muscat,58.5945,23.6182,Omani Qatari Telecommunications Company SAOC,5.162.0.0/16,iOS,mobile,10.2.1,Mobile Safari,10.0,2
MA,Meknes,-5.5396,33.8916,MAROCCONNECT,105.64.0.0/13,Android,mobile,7.0,MIUI Browser,9.4.11,1
NP,Kathmandu,85.3145,27.7142,Vianet Communications Pvt. Ltd.,110.44.112.0/20,Android,mobile,7.1.2,Chrome,66.0.3359.126,2
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),188.140.128.0/17,iOS,mobile,11.3,Mobile Safari,11.0,2
QA,Doha,51.5321,25.2925,Ooredoo Q.S.C.,37.211.0.0/18,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),5.36.0.0/15,iOS,mobile,11.3,Mobile Safari,11.0,2
QA,Doha,51.5321,25.2925,Ooredoo Q.S.C.,176.202.160.0/19,Android,mobile,7.0,Chrome,66.0.3359.126,2
JO,Amman,35.939,31.9522,Batelco Jordan,212.118.0.0/19,Android,mobile,4.2.2,Android Browser,4.0,1
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,6.0,Chrome,58.0.3029.83,1
GH,Accra,-0.2174,5.5502,SCANCOM,154.160.0.0/12,Android,mobile,4.0.3,Android Browser,4.0,1
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),5.36.0.0/15,iOS,mobile,11.3,Mobile Safari,11.0,2
OM,Buraimi,55.7557,24.2451,Omani Qatari Telecommunications Company SAOC,94.185.0.0/18,iOS,mobile,11.2.6,Mobile Safari,11.0,2
PT,Oeiras,-9.2888,38.6922,"Nos Comunicacoes, S.A.",79.168.0.0/15,Android,mobile,7.0,Facebook,170.0.0.52.95,2
NP,Panauti,85.5145,27.5885,"Nepal Telecommunications Corporation, Internet Services",49.244.0.0/16,Android,mobile,5.1.1,Chrome,65.0.3325.109,2
JO,Amman,35.939,31.9522,Jordan Data Communications Company LLC,94.249.0.0/17,Android,mobile,7.0,Chrome,66.0.3359.126,1
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0.1,Opera,45.1.2246.125351,1
NP,Urlabari,87.6317,26.6718,I. ZONE PVT. LTD,103.204.220.0/22,Android,mobile,8.0.0,Chrome WebView,66.0.3359.126,1
OM,Rustaq,57.4306,23.3914,Omani Qatari Telecommunications Company SAOC,5.162.0.0/16,iOS,mobile,11.2.6,Mobile Safari,11.0,2
OM,Muscat,58.5945,23.6182,Omani Qatari Telecommunications Company SAOC,5.21.0.0/16,iOS,mobile,11.3,Mobile Safari,11.0,2
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),188.140.128.0/17,iOS,mobile,10.3.3,Mobile Safari,10.0,2
GR,Athens,23.7353,37.9842,Wind Hellas Telecommunications SA,188.73.240.0/20,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,5.1.1,Samsung Browser,6.4,2
OM,Muscat,58.5945,23.6182,Omani Qatari Telecommunications Company SAOC,37.200.128.0/17,iOS,mobile,11.3,Mobile Safari,11.0,2
DZ,Constantine,6.6172,36.368,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,MIUI Browser,9.4.11,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome WebView,65.0.3325.109,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,Chrome WebView,56.0.2924.87,1
JO,Amman,35.939,31.9522,Batelco Jordan,37.220.112.0/20,Android,mobile,7.0,Samsung Browser,6.4,1
LK,Ginigathhena,80.4947,6.9935,Dialog Axiata PLC.,175.157.0.0/16,Android,mobile,4.4.2,Chrome,59.0.3071.125,2
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),5.36.0.0/15,iOS,mobile,11.3,Mobile Safari,11.0,2
US,Mt. Pleasant,-79.8242,32.8445,COMCAST-7922,76.16.0.0/12,iOS,tablet,10.1.1,GSA,48.0.193557427,1
SA,Riyadh,46.7179,24.6569,Mobile Telecommunication Company Saudi Arabia Joint-Stock company,51.36.0.0/16,Android,mobile,7.0,Chrome,63.0.3239.111,1
OM,Al `Amirat,58.4961,23.5217,Oman Telecommunications Company (S.A.O.G),37.41.0.0/16,iOS,mobile,10.3.2,Mobile Safari,10.0,2
JO,Zarqa,36.0862,32.0768,Al mouakhah lil khadamat al logesteih wa al itisalat,37.123.64.0/19,Android,mobile,4.4.2,Chrome,62.0.3202.84,1
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,6.0,Chrome,50.0.2661.89,1
VN,Hanoi,105.8516,21.0313,VNPT Corp,14.160.0.0/11,Android,mobile,4.4.2,Chrome,66.0.3359.126,2
VN,Vinh Phuc,108.7923,14.1017,VNPT Corp,14.160.0.0/11,Android,mobile,7.0,Chrome,64.4.3282.200,2
JO,Amman,35.939,31.9522,Batelco Jordan,5.45.128.0/20,Android,mobile,5.1.1,Chrome,51.0.2704.81,2
ZA,Johannesburg,27.8376,-26.3811,CELL-C,105.0.0.0/12,Android,mobile,4.4.4,Chrome,33.0.0.0,1
BR,São Paulo,-46.6409,-23.6283,TIM SA,179.34.0.0/15,Android,mobile,4.4.2,Android Browser,1.5,2
UA,Kyzyl-Yar,35.382,46.8473,Kyivstar PJSC,188.163.0.0/17,Android,mobile,6.0,Chrome WebView,66.0.3359.126,1
AE,Dubai,55.3087,25.2633,Emirates Integrated Telecommunications Company PJSC,5.30.0.0/15,Android,mobile,4.4.2,Android Browser,4.0,1
ID,Surabaya,112.7419,-7.2484,"Hutchison CP Telecommunications, PT",202.67.32.0/20,Android,tablet,4.4.4,UCBrowser,12.2.5.1102,2
NG,Lagos,3.3903,6.4474,MTN NIGERIA Communication limited,197.210.0.0/16,Android,mobile,6.0,Chrome WebView,45.0.2454.95,2
MZ,Maputo,32.601,-25.9707,VODACOM,197.235.0.0/16,Android,mobile,5.0.1,Opera,46.0.2246.126895,1
JO,Amman,35.939,31.9522,Jordan Telecommunications Company,212.34.0.0/20,Android,mobile,6.0,Chrome,54.0.2840.85,2
PA,Panama City,-79.523,8.9948,Cable & Wireless Panama,201.224.0.0/14,Android,mobile,6.0.1,Chrome WebView,66.0.3359.126,2
NL,Loosdrecht,5.1133,52.2,Vodafone Libertel B.V.,62.140.128.0/20,Android,mobile,7.0,Chrome WebView,66.0.3359.158,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,Chrome WebView,62.0.3202.84,1
FR,Virsac,-0.4518,45.0329,SFR SA,77.192.0.0/12,Android,mobile,7.0,Chrome WebView,65.0.3325.109,1
NP,Rukumkot,82.6177,28.6172,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0.1,Chrome,65.0.3325.109,1
NG,Yola,12.4796,9.1982,Celtel Nigeria Limited t.a ZAIN,105.112.32.0/19,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
DZ,Saida,0.1431,34.8364,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,Chrome WebView,62.0.3202.84,1
NG,Jos,8.8991,9.9203,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
OM,Haylat al Khurayshifah,57,21,Oman Telecommunications Company (S.A.O.G),37.40.0.0/19,iOS,mobile,11.2.2,Mobile Safari,11.0,2
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,5.1.1,Chrome WebView,66.0.3359.126,1
NG,Kaduna,7.4386,10.5207,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),5.36.0.0/15,iOS,mobile,11.2.6,Mobile Safari,11.0,1
DZ,Skikda,6.905,36.8866,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,MIUI Browser,9.4.11,1
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,Chrome,66.0.3359.126,2
TR,Gaziantep,37.3509,37.0616,Tellcom Iletisim Hizmetleri A.s.,92.45.28.0/22,Android,mobile,5.1.1,Chrome,66.0.3359.126,1
FR,Noaillan,-0.3687,44.4825,Bouygues Telecom SA,176.164.0.0/14,Android,mobile,6.0,Chrome WebView,54.0.2840.68,2
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",49.244.0.0/16,Android,mobile,6.0,Chrome,66.0.3359.126,2
MZ,Maputo,32.601,-25.9707,VODACOM,197.235.0.0/16,Android,mobile,5.1,Chrome,46.0.2490.76,2
NP,Lamjung,84.3667,28.2,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0.1,Chrome,65.0.3325.109,2
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,MIUI Browser,9.4.11,2
OM,Sohar,56.7474,24.371,Oman Telecommunications Company (S.A.O.G),5.36.0.0/15,Android,mobile,7.0,Chrome,66.0.3359.126,2
NG,Kano,8.5173,11.9924,Celtel Nigeria Limited t.a ZAIN,105.112.16.0/20,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
VN,Hanoi,105.8516,21.0313,Viettel Group,171.240.0.0/14,iOS,mobile,11.3,Facebook,168.0.0.57.90,2
NP,Butwal,83.4474,27.7032,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0,Chrome WebView,65.0.3325.109,1
VN,Ho Chi Minh City,106.6581,10.8326,FPT Telecom Company,183.81.0.0/17,iOS,mobile,10.3.3,Facebook,166.0.0.53.95,2
NL,Naaldwijk,4.198,51.9981,WorldStream B.V.,93.190.136.0/21,Android,mobile,5.1,Android Browser,4.0,1
MZ,Maputo,32.601,-25.9707,VODACOM,197.235.0.0/16,Android,mobile,7.0,Android Browser,4.0,2
LK,Colombo,79.8616,6.8842,Dialog Axiata PLC.,123.231.0.0/17,Android,tablet,4.4.2,Chrome,66.0.3359.126,2
NA,Windhoek,17.0849,-22.5674,TELECOM-NAMIBIA,41.182.0.0/16,Android,mobile,4.4.4,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0,Chrome,58.0.3029.83,1
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0,Chrome,65.0.3325.109,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Android Browser,4.0,1
DZ,Sidi Aissa,3.7761,35.8862,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,49.0.2623.105,1
NG,Awka,7.067,6.2132,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,5.0,Chrome WebView,43.0.2357.121,2
DZ,Sétif,5.4055,36.1938,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
US,Edwards,-89.7233,40.7749,TEL-STAR,199.231.72.0/22,Android,mobile,7.0,Chrome,66.0.3359.126,2
ZA,Pretoria,28.2604,-25.7599,MTN Business Solutions,41.114.0.0/16,Android,mobile,6.0.1,Chrome,56.0.2924.87,2
ZA,Durban,31.0449,-29.8556,MTN Business Solutions,41.115.0.0/17,Android,mobile,5.1.1,Chrome,55.0.2883.91,2
PL,Śródmieście,21.0173,52.2261,T-Mobile Polska S.A.,188.146.0.0/15,Android,mobile,6.0,Chrome,65.0.3325.109,2
NP,Kathmandu,85.3145,27.7142,Vianet Communications Pvt. Ltd.,110.44.112.0/20,Android,mobile,8.0.0,Chrome WebView,66.0.3359.126,1
DZ,Oran,-0.6472,35.6877,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
ID,Surabaya,112.7419,-7.2484,PT WIRELESS INDONESIA WIN,115.178.192.0/18,Android,mobile,7.0,UCBrowser,12.5.0.1109,2
MA,Meknes,-5.5396,33.8916,MAROCCONNECT,105.64.0.0/13,Android,mobile,6.0,Chrome,53.0.2785.124,1
NG,Lagos,3.3903,6.4474,MTN NIGERIA Communication limited,197.210.0.0/16,Android,mobile,5.1,Chrome WebView,50.0.2661.86,1
DZ,Sétif,5.4055,36.1938,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,MIUI Browser,9.4.11,2
HN,San Pedro Sula,-88.0338,15.4967,Telefonica Celular S.A,186.2.136.0/21,Android,mobile,6.0.1,Chrome,66.0.3359.126,2
NG,Abuja,7.5333,9.0833,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,60.0.3112.116,2
NG,Awka,7.067,6.2132,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
FR,Saint-Germain-la-Poterie,1.9862,49.4484,Teloise,95.136.128.0/17,Android,tablet,5.0.2,Chrome,65.0.3325.109,2
NP,Butwal,83.4474,27.7032,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome,66.0.3359.126,1
NP,Kathmandu,85.3145,27.7142,Vianet Communications Pvt. Ltd.,110.44.112.0/20,Android,mobile,5.1,Chrome,66.0.3359.126,1
JO,Amman,35.939,31.9522,Jordan Data Communications Company LLC,149.200.128.0/17,Android,mobile,7.0,Chrome,64.0.3282.137,1
BN,Bandar Seri Begawan,114.9359,4.8817,UNN,202.152.64.0/20,Android,mobile,4.4.2,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0.1,UCBrowser,12.2.1.1108,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,5.1.1,Facebook,163.0.0.20.94,2
NL,Rotterdam,4.5581,51.895,T-mobile Netherlands B.V.,84.241.192.0/18,iOS,mobile,11.1,WebKit,604.3.5,2
GR,Athens,23.7353,37.9842,Vodafone-panafon Hellenic Telecommunications Company SA,62.74.0.0/20,Android,mobile,6.0,Chrome WebView,66.0.3359.126,2
DZ,Skikda,6.905,36.8866,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome,53.0.2785.124,2
NG,Awka,7.067,6.2132,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
DZ,Mostaganem,0.0939,35.9365,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,4.4.2,Android Browser,4.0,2
GH,Accra,-0.2174,5.5502,VODAFONE GHANA AS INTERNATIONAL TRANSIT,41.66.192.0/18,Android,desktop,4.4.2,Facebook,85.0.0.10.176,2
KR,Jung-gu,129.0394,35.1025,Korea Telecom,112.185.0.0/16,Android,tablet,4.4.2,Android Browser,4.0,2
BD,Dhaka,90.4093,23.7272,TM International Bangladesh,202.134.8.0/21,Android,mobile,6.0,Android Browser,4.0,2
GR,Athens,23.7353,37.9842,Vodafone-panafon Hellenic Telecommunications Company SA,62.74.16.0/22,Android,mobile,7.1.2,MIUI Browser,9.5.6,2
AE,Sharjah,55.405,25.3569,Emirates Telecommunications Corporation,2.48.0.0/14,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
VN,Ho Chi Minh City,106.6581,10.8326,VNPT Corp,14.240.0.0/12,Android,mobile,4.4.2,Chrome,66.0.3359.126,2
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Samsung Browser,6.4,2
DZ,Sétif,5.4055,36.1938,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1.1,Android Browser,4.0,2
BD,Dhaka,90.4093,23.7272,TM International Bangladesh,58.145.184.0/21,Android,mobile,5.1.1,Chrome WebView,55.0.2883.91,1
KH,Phnom Penh,104.9121,11.5583,"SMART AXIATA Co., Ltd.",117.20.112.0/21,Android,mobile,7.0,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",49.244.0.0/16,Android,mobile,7.1.1,Chrome,66.0.3359.126,2
VN,Haiphong,106.6826,20.8567,VNPT Corp,113.160.0.0/11,iOS,mobile,11.3.1,Chrome,66.0.3359.122,2
LK,Colombo,79.8482,6.9317,Dialog Axiata PLC.,175.157.0.0/16,Android,mobile,4.4.2,Chrome,64.0.3282.137,1
ID,Pekan Baru,100.4993,1.0111,PT. Telekomunikasi Selular,114.120.0.0/13,Android,mobile,6.0.1,UCBrowser,12.2.5.1102,1
ZA,Durban,31.0449,-29.8556,MTN Business Solutions,41.115.0.0/17,Android,mobile,7.0,Chrome,65.0.3325.109,2
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Android Browser,4.0,1
VN,Bac Ninh,106.0746,21.1858,VNPT Corp,14.160.0.0/11,Android,mobile,6.0,Chrome,66.0.3359.126,2
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,66.181.160.0/23,Android,mobile,5.0,Chrome WebView,65.0.3325.109,2
NP,Kathmandu,85.3145,27.7142,Vianet Communications Pvt. Ltd.,110.44.112.0/20,Android,mobile,5.0,Chrome,66.0.3359.158,2
OM,Nizwa,57.5417,22.9358,Oman Telecommunications Company (S.A.O.G),188.140.128.0/17,iOS,mobile,11.2.6,Mobile Safari,11.0,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome WebView,66.0.3359.126,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Chrome WebView,49.0.2623.105,1
GR,Athens,23.7353,37.9842,Vodafone-panafon Hellenic Telecommunications Company SA,62.74.16.0/22,Android,mobile,6.0,Chrome WebView,66.0.3359.126,1
PE,Lima,-77.0428,-12.0464,America Movil Peru S.A.C.,190.113.192.0/19,Android,tablet,6.0,Chrome WebView,66.0.3359.126,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,mobile,5.1.1,Chrome,66.0.3359.126,2
NG,Lagos,3.3903,6.4474,Celtel Nigeria Limited t.a ZAIN,105.112.16.0/20,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",49.244.0.0/16,Android,tablet,7.1.1,UCBrowser,12.2.5.1102,1
DZ,Algiers,3.0905,36.7295,Telecom Algeria,105.96.0.0/12,Android,mobile,5.1.1,Chrome,66.0.3359.126,1
AE,Ajman,55.532,25.441,Emirates Telecommunications Corporation,31.218.0.0/16,Android,mobile,6.0,Chrome WebView,66.0.3359.126,2
SA,Dammam,50.1116,26.4336,Saudi Telecom Company JSC,95.185.0.0/16,Android,mobile,7.0,Chrome,66.0.3359.126,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome,66.0.3359.126,1
PL,Ciechanów,20.6113,52.874,Orange Polska Spolka Akcyjna,37.47.0.0/16,Android,mobile,6.0,Chrome WebView,66.0.3359.126,2
SA,Jeddah,39.2192,21.5168,Mobile Telecommunication Company Saudi Arabia Joint-Stock company,51.36.0.0/16,Android,mobile,4.4.2,Android Browser,4.0,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,5.1,Chrome,66.0.3359.126,2
MA,Salé,-6.8175,34.0347,MAROCCONNECT,105.64.0.0/13,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
MA,Casablanca,-7.6184,33.5922,MAROCCONNECT,105.64.0.0/13,Android,mobile,4.1.2,Android Browser,4.0,2
ZA,Mount Ayliff,29.3634,-30.7972,MTN Business Solutions,41.115.0.0/17,Android,mobile,6.0.1,Chrome,65.0.3325.109,2
NG,Port Harcourt,7.0085,4.7731,Celtel Nigeria Limited t.a ZAIN,105.112.32.0/19,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
OM,Muscat,58.5945,23.6182,Oman Telecommunications Company (S.A.O.G),5.36.0.0/15,iOS,mobile,11.2.6,Mobile Safari,11.0,2
NG,Abuja,7.5333,9.0833,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
JM,Kingston,-76.8019,17.9962,DIG001,63.143.112.0/20,Windows Phone,mobile,8.1,IEMobile,11.0,2
OM,Muscat,58.5945,23.6182,Omani Qatari Telecommunications Company SAOC,5.21.0.0/16,iOS,mobile,11.2.6,Mobile Safari,11.0,2
KR,Chungju,127.926,36.977,LG POWERCOMM,116.32.0.0/12,Windows,desktop,7,IE,10.0,2
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0.1,Samsung Browser,6.4,1
LB,Beirut,35.5089,33.874,C BEYOND s.a.l,185.187.92.0/22,Android,mobile,7.0,Samsung Browser,6.4,2
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,MIUI Browser,9.4.11,2
NG,Jos,8.8991,9.9203,Celtel Nigeria Limited t.a ZAIN,105.112.64.0/18,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,7.0,MIUI Browser,9.4.11,2
PY,Asunción,-57.6511,-25.2869,Nucleo S.A.,190.104.128.0/21,Android,mobile,5.0.1,Chrome,58.0.3029.83,2
NP,Lamjung,84.3667,28.2,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome WebView,66.0.3359.126,2
